sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R16,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e6ab300b-55bf-4a04-a9a0-a5a3f5b8bd5f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R19,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d91399b6-9bc6-4a02-823b-481a7c0ac92d,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R20,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7b821cbe-8323-41db-b73d-c9f53e174d47,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R3,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c03dff8c-cd24-45df-bc28-f735bc56f838,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R30,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d2da70e9-e305-424f-957b-9f4a10886fac,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R31,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fce513f1-0fb2-42c3-8103-187f00309120,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R39,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9dbd2582-da59-4296-9b30-7fae2e6c8cfc,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R4,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f2f600f4-3174-483d-bf6b-95b46b4c19f5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R40,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6e583e81-646e-41d5-8a6b-1209fa937308,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R41,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ef8ccc56-62f0-4f18-a292-0bf4276e976a,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R42,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/339ba00e-550c-4424-b5ed-d2083406b401,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R43,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/13dd3743-434c-4dc6-9fc7-641b86a27557,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R46,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c855e498-6f52-4632-b292-1ddbe554c63b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R5,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a0e657cb-2068-4c10-91af-19b81c26fcc5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R50,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c12c5822-3e77-4144-a94b-e2ed8e5d750b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R60,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b583fd7a-8b89-45ee-9588-7c6163af516f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R7,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7a8080bc-237d-42b8-9356-a520bc74c494,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R8,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3029ddd9-704f-4c53-96ed-7e140c224d14,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R9,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ce5944fa-1572-4452-a723-8403b053a623,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA1,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c9f8b614-7907-4da5-a179-01683209dfaf,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA3,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7ed2a32b-f2a9-439b-bd0c-c717e9e22e0a,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB2,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8a348dc7-8ef9-4a33-ace8-764a006a9f37,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB3,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6665ed95-dc5f-46fe-8248-6ac724834f5d,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD1,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fd89b1a3-7c44-4fc4-9edc-9e51426e8dc1,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD2,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/caef9fd6-516d-41e9-ab0b-dc4dd5dbcefe,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE1,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7be9f395-f916-4ded-b9be-31370d585bab,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE3,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7d544378-484d-4a67-bacd-aa065f619f6c,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF1,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d367d455-1124-44b5-8517-cd9245e35d25,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF2,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7a588740-17ac-4be1-8d0d-051af1827ad6,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF3,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/07c5cf03-78d9-4164-a1c2-0b2d6fa4c439,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF4,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7f1c21e3-c08d-460f-b971-b0a42ecc1081,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF5,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1c7c043c-8c91-41e1-ab0c-da404a22393e,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG2,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/40d98ad1-ae87-45c1-906d-57bd8cd520de,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG3,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1290b55d-cd0c-486d-ad23-c48936ef3e4e,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG4,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2f44d89e-eb8b-46dc-8134-753224f8f4fb,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG5,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8b9c7786-c78e-4978-8792-758c11b23473,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRG7,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/04419cbc-a4f2-4521-b500-178107c3faf3,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,FZD10,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/218ba19e-8f93-4462-84c8-8994c039811b,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GNRHR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c28ea1fa-137a-4839-8923-5a189159e26e,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR101,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/212d674f-e782-4472-a323-93e3e1d47fbf,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR12,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7d02bf51-e074-4dfb-9595-129f882e4426,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR135,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f8292a40-dd98-4d2f-9e76-317b263d3372,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR137,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9769e1a9-a421-4845-b620-bcc567b5f5b3,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR139,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/42895481-a76e-4dd1-a3da-4fe7e57e9a25,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR141,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/471f047c-29d4-4e53-bf5f-7d17c508ab6c,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR142,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/41792438-37de-48a9-ab41-68b61a9b34d7,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR146,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d9beda0a-c173-4756-a9f1-4d278c3d5d9c,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR149,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2364b11f-5687-4f96-b3a6-880502a9fefa,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR150,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/91420193-2821-4645-ac39-5841daf2313f,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR151,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/883d008a-4806-4ba5-a92c-f148345ed70a,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR152,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/cf773557-82bf-4711-a40e-562a8b5aa1a2,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR153,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/802f707c-c27d-474f-9831-acea7a7e35ba,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR156,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ba4af348-57d3-4682-b3c9-411e920de92d,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR157,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4cc4c1f6-bbd9-416e-be6a-1d7d926c6102,true
not applicable,null,https://www.addgene.org/140974/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai2-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR160,https://www.nature.com/articles/s41589-020-0535-8,addgene140974,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f10762cf-9e0e-442c-81cc-0987becb4232,true
